filename,gen_1,gen_2,gen_3,gen_4,gen_5,gen_6,gen_7,gen_8,gen_9,gen_10,gen_11,gen_12,gen_13,gen_14,gen_15,gen_16,gen_17,gen_18,gen_19,gen_20,gen_21,gen_22,gen_23,gen_24,gen_25,gen_26,gen_27,gen_28,gen_29,gen_30,gen_31,gen_32,gen_33,gen_34,gen_35,gen_36,gen_37,gen_38,gen_39,gen_40,gen_41,gen_42,gen_43,gen_44,gen_45,gen_46,gen_47,gen_48,gen_49,gen_50,gen_51,gen_52,gen_53,gen_54,gen_55,gen_56,gen_57,gen_58,gen_59,gen_60,gen_61,gen_62
39350172_ny_vtd_to_63_with_5000_sims,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1520,1291,1291,944,558,470,276,92,26
41183520_ny_vtd_to_63_with_5000_sims,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4606,4571,4571,4571,4571,4118,4118,4118,4118,3399,2068,1353,572,217,102,68,25
91344435_ny_vtd_to_63_with_5000_sims,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,4309,2748,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,2746,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,845,845,592,540,417,312,205,205,97,54,32
14122760_ny_vtd_to_63_with_5000_sims,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1280,1280,1280,1280,1280,1280,1280,1280,914,814,814,735,484,78,38
806288_ny_vtd_to_63_with_5000_sims,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2558,2558,2231,904,515,214,129,79,46
6613491_ny_vtd_to_63_with_5000_sims,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214,1644,1103,1103,972,972,584,233,233,212,101,101,20
6979499_ny_vtd_to_63_with_5000_sims,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3978,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,3105,2142,1304,1021,1021,1021,273,177,177,177,177,110,77,34
37875535_ny_vtd_to_63_with_5000_sims,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3751,3751,3107,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,2552,2552,1035,368,365,243,101,26
48133785_ny_vtd_to_63_with_5000_sims,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,3635,2787,2081,2081,2081,2081,1969,1969,1877,1193,514,285,258,133,85,26
74615860_ny_vtd_to_63_with_5000_sims,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2624,2512,2512,2512,2512,2512,2512,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,733,733,733,698,698,490,361,240,148,45
5313320_ny_vtd_to_63_with_5000_sims,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4527,4525,4525,4525,3084,3084,2205,2205,1774,1774,1774,1059,1059,1059,1059,948,948,948,948,890,890,248,75,35
57350304_ny_vtd_to_63_with_5000_sims,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,1262,1262,1262,1262,1262,1262,1262,1262,539,505,380,380,175,116,92,28
43783379_ny_vtd_to_63_with_5000_sims,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075,4072,4072,4072,4072,4072,4072,4072,4072,4072,4072,4072,4072,3887,3887,3887,3847,3847,3847,3847,2222,1409,1409,1409,1409,1409,525,295,283,186,139,28
67435156_ny_vtd_to_63_with_5000_sims,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3020,2771,2771,2771,2771,2771,1627,1623,1105,1105,1105,1105,1105,1105,874,493,211,36
25498943_ny_vtd_to_63_with_5000_sims,3617,3617,3617,3617,3617,3617,3617,3617,3617,3617,3617,3617,3617,3570,3570,3570,3570,3570,3570,3570,3570,3570,3570,2641,2632,2630,2630,2630,2444,2444,2444,2444,2444,2444,2166,2166,2166,2166,2166,2166,2166,2166,2166,1976,1976,1976,1976,1976,1976,1923,1513,1246,1246,1149,1149,924,924,484,484,484,110,44
96668019_ny_vtd_to_63_with_5000_sims,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4091,4091,4091,4091,3826,3826,3824,2484,2484,2141,1806,1580,1580,1554,950,801,793,687,437,437,437,390,374,374,124,53
60056090_ny_vtd_to_63_with_5000_sims,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4498,4498,4498,3269,3269,1181,1181,352,128,44
9905406_ny_vtd_to_63_with_5000_sims,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,4762,3746,3746,3604,1757,1754,1754,1193,1096,1096,1096,1096,572,572,572,495,362,362,362,362,362,228,65,23
79677936_ny_vtd_to_63_with_5000_sims,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,4422,3972,3972,3972,3972,3972,3972,3972,3963,3812,1272,331,145,57,23
78544475_ny_vtd_to_63_with_5000_sims,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1845,1845,1845,1816,1704,1704,1162,1162,1162,1036,953,519,393,158,76,48
93696847_ny_vtd_to_63_with_5000_sims,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2384,2278,2278,2278,2278,2278,2147,2133,1970,1970,1970,1970,1970,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,817,817,744,744,676,550,550,550,550,217,88,37
77923970_ny_vtd_to_63_with_5000_sims,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,4157,2882,2882,2882,2882,2855,2855,2320,1821,1708,1268,1268,935,503,333,80,29
31531712_ny_vtd_to_63_with_5000_sims,1287,1287,1287,1287,1287,1287,1287,1287,1287,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1036,1036,736,662,662,486,447,349,316,225,37
5056008_ny_vtd_to_63_with_5000_sims,4396,4396,4396,4396,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4393,4388,4388,4305,4305,4305,4305,3633,3633,3633,3633,2744,1381,1056,809,627,627,412,391,383,202,201,130,47
55315352_ny_vtd_to_63_with_5000_sims,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2744,2744,2744,2744,2744,2744,2744,2744,2744,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2626,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2386,2306,1762,1047,892,377,120,97,56
60729075_ny_vtd_to_63_with_5000_sims,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,4004,2735,2113,1899,1592,893,261,247,76,44,26
6618182_ny_vtd_to_63_with_5000_sims,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,2765,1809,1809,1809,1809,1553,1553,1445,1445,1445,1445,1436,1436,1436,1432,1432,1432,907,907,907,907,907,745,745,651,587,456,201,201,174,59
12383652_ny_vtd_to_63_with_5000_sims,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4012,4004,4004,4004,4004,4004,4004,4004,4004,1726,1726,1726,1713,1713,1713,1713,744,87,69,22
31489024_ny_vtd_to_63_with_5000_sims,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276,4273,3950,3950,3950,3950,3950,3146,3146,3146,3146,3146,3146,3146,3146,3146,3146,3146,3146,3127,2766,2766,2766,2766,2012,2012,532,202,85,22
11740672_ny_vtd_to_63_with_5000_sims,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,2345,1179,965,965,732,732,732,732,732,732,474,474,258,116,57,36
35986712_ny_vtd_to_63_with_5000_sims,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3433,3271,3271,3271,3254,3254,3254,3254,3254,3254,3254,3254,3254,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3200,3200,3200,2447,1640,1297,434,272,71
70207904_ny_vtd_to_63_with_5000_sims,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2780,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2013,2013,2013,1026,743,181,51
82060550_ny_vtd_to_63_with_5000_sims,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,1956,1311,1311,1311,1311,645,645,540,540,540,243,170,98,32
63299260_ny_vtd_to_63_with_5000_sims,4621,4621,4621,4621,4621,4621,4621,4621,4621,4621,4621,4621,4621,4621,4621,4621,4621,4621,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,4620,1787,944,916,500,256,256,256,215,215,152,44
11637852_ny_vtd_to_63_with_5000_sims,2941,2941,2941,2941,2941,2941,2941,2941,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2905,2905,2905,2905,2905,2900,2878,2878,2645,1805,1805,1331,947,942,942,942,530,296,249,103,36
42729500_ny_vtd_to_63_with_5000_sims,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,2692,1461,1461,1461,1461,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444,955,955,955,955,955,955,955,955,744,744,744,607,607,590,442,442,442,248,132,58
11589085_ny_vtd_to_63_with_5000_sims,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2522,1962,1962,1962,1962,756,360,193,124,63,20
35100646_ny_vtd_to_63_with_5000_sims,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2513,1433,1169,965,965,965,965,791,410,226,79
31188200_ny_vtd_to_63_with_5000_sims,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,2251,1933,1933,1933,1933,1740,1740,1740,1740,1740,1739,1739,1738,1738,1738,1738,1738,1738,1738,1038,906,906,906,906,778,709,709,386,386,151,41
31898898_ny_vtd_to_63_with_5000_sims,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1468,1414,1414,1407,1407,1407,1407,1407,1407,1407,1407,1407,677,437,243,138,44
823530_ny_vtd_to_63_with_5000_sims,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,3953,1950,1950,1950,1950,1950,1950,1950,1950,1801,1567,1567,1567,1260,765,600,272,184,55
7864338_ny_vtd_to_63_with_5000_sims,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2398,2372,2372,2372,2372,2372,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,1810,1810,1810,1492,1308,1308,874,874,459,442,442,28
12327900_ny_vtd_to_63_with_5000_sims,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3031,3024,3024,3024,3024,3024,3024,3024,3024,2570,2570,1979,952,864,342,342,267,234,163,163,65,37
61270098_ny_vtd_to_63_with_5000_sims,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3474,3474,3474,3332,3332,3075,2819,2819,2816,2816,2816,2816,2816,2324,2324,2324,1912,838,122,49
34841068_ny_vtd_to_63_with_5000_sims,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4907,4252,4252,3721,3721,3721,3143,3143,3143,2363,2363,2363,2358,2097,1260,716,258,164,98,65,25
10016325_ny_vtd_to_63_with_5000_sims,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,968,968,968,968,968,937,744,744,418,418,418,358,179,78
77584338_ny_vtd_to_63_with_5000_sims,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2436,2429,2429,2429,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1346,1346,1346,1346,1346,1346,1346,1255,990,990,990,938,938,938,938,879,879,879,350,172,83,34
49884500_ny_vtd_to_63_with_5000_sims,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2815,2815,2815,2815,2815,2815,1927,1640,1379,1281,1156,951,951,487,487,457,119,34
42221857_ny_vtd_to_63_with_5000_sims,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,2794,2794,2794,2250,2250,1559,706,319,271,271,271,253,70,47
17240553_ny_vtd_to_63_with_5000_sims,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,3153,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,2920,2920,2920,2920,2920,2920,2920,2920,2896,2864,2044,1313,411,178,112,75
32903570_ny_vtd_to_63_with_5000_sims,4292,4292,4292,4292,4292,4292,4292,4292,4292,4292,4292,4292,4292,4292,4292,4292,4292,4292,4292,4292,4292,3038,3038,3038,3038,2670,2670,2670,2670,2670,2670,2670,2670,2670,2670,2670,2670,2634,2634,2634,2634,2634,2634,2634,2634,2323,2323,2323,1409,1409,1103,1103,1103,1103,1103,1103,1067,1067,274,115,79,79
98923734_ny_vtd_to_63_with_5000_sims,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,1882,1882,1882,1882,1882,1882,1882,1882,1882,1648,900,900,900,881,881,881,881,852,852,852,489,489,406,228,154,37
79704230_ny_vtd_to_63_with_5000_sims,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,4112,3805,3805,3805,3805,3588,3588,3477,2492,1885,1885,1885,1885,1885,1885,1864,1807,1807,1807,1011,521,427,132,62
77116732_ny_vtd_to_63_with_5000_sims,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,2209,1499,1499,1499,1499,1495,1495,1495,1495,1495,1495,1495,1495,1495,1160,1160,1160,1030,1030,1030,1030,1030,1030,1030,1030,469,212,42
78837172_ny_vtd_to_63_with_5000_sims,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4331,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2307,2306,2306,1230,1230,992,992,992,992,992,642,382,337,329,329,253,253,131,81,29
50359816_ny_vtd_to_63_with_5000_sims,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2023,2023,2023,1890,1168,1168,1168,871,572,150,87,46
40088641_ny_vtd_to_63_with_5000_sims,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4289,4100,4100,3688,1321,382,331,260,260,194,194,194,194,44
41990816_ny_vtd_to_63_with_5000_sims,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3731,3723,3230,3230,3230,3230,3083,3059,3059,3059,2259,613,178,68,30
48754944_ny_vtd_to_63_with_5000_sims,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,3791,3791,3791,3791,3791,3791,3791,3791,3791,1976,1976,1350,1350,1350,1350,857,857,855,855,687,549,459,459,173,45,20
25004552_ny_vtd_to_63_with_5000_sims,2164,2164,2164,2164,2164,2164,2164,2164,2164,2164,2164,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1970,1970,1970,1970,1970,1970,1970,1970,951,748,748,724,724,411,345,282,222,33
40381509_ny_vtd_to_63_with_5000_sims,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,1794,1794,1794,1646,1646,1646,1646,1646,1646,1446,1084,1007,1007,939,937,937,606,606,606,606,606,484,320,182,102,25
55694724_ny_vtd_to_63_with_5000_sims,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2618,2618,1481,900,864,456,220,164,164,76
19234404_ny_vtd_to_63_with_5000_sims,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,1993,1816,1816,913,836,836,836,836,655,655,655,655,654,654,654,628,553,493,493,493,480,480,401,362,329,128,48
94811623_ny_vtd_to_63_with_5000_sims,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174,1014,1014,1014,943,943,943,940,816,798,798,798,786,497,206,97,63,40
87789004_ny_vtd_to_63_with_5000_sims,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1257,1230,1220,783,783,783,783,783,720,720,720,720,644,644,278,131
2469966_ny_vtd_to_63_with_5000_sims,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2934,2934,2934,2934,2869,2869,2206,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1363,1363,1363,1236,992,966,903,903,903,903,903,903,903,700,432,432,255,187,187,65,48
369438_ny_vtd_to_63_with_5000_sims,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3678,3333,3333,3333,3333,3333,3333,3333,3329,3329,3329,3185,2831,2831,1549,1194,614,284,99,69
44288788_ny_vtd_to_63_with_5000_sims,3166,3166,3166,3166,3166,3166,3166,3166,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2984,1574,1574,1574,1574,1574,1574,1574,1574,1503,1503,1240,824,780,447,226,137,137,53
