filename,gen_1,gen_2,gen_3,gen_4,gen_5,gen_6,gen_7,gen_8,gen_9,gen_10,gen_11,gen_12,gen_13,gen_14,gen_15,gen_16,gen_17,gen_18,gen_19,gen_20,gen_21,gen_22,gen_23,gen_24,gen_25,gen_26,gen_27,gen_28,gen_29,gen_30,gen_31,gen_32,gen_33,gen_34,gen_35,gen_36,gen_37,gen_38,gen_39,gen_40,gen_41
79313955_new_mexico_precincts_to_42_with_5000_sims,1554,1554,1554,1554,1554,1554,1554,1522,1522,1522,1522,1522,1522,1522,1522,1522,1512,1512,1512,1350,1350,1350,1151,1137,1132,1132,1132,1131,1106,1085,1085,849,741,741,657,657,592,266,266,128,41
8627750_new_mexico_precincts_to_42_with_5000_sims,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1087,1087,1087,1087,1087,1046,1046,692,692,692,692,692,638,638,637,637,337,281,273,128,57,16
42585264_new_mexico_precincts_to_42_with_5000_sims,1906,1906,1906,1906,1906,1906,1906,1906,1519,1519,1519,1519,1519,1519,1453,1453,1452,1452,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,1048,973,973,847,662,591,431,383,383,75,23
59031175_new_mexico_precincts_to_42_with_5000_sims,2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,2020,2020,1597,1579,1575,1575,1575,1575,1575,1575,1530,1528,1528,1251,1251,1251,566,528,399,265,262,261,221,104,104,31,14
29396804_new_mexico_precincts_to_42_with_5000_sims,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4284,4281,4281,4281,4281,4281,4281,4281,4281,4281,4281,4265,4265,4265,4265,4265,4265,4217,4162,4162,4162,4162,1441,1227,681,629,233,112,67,48,18
11848094_new_mexico_precincts_to_42_with_5000_sims,3035,3035,3035,3035,3035,3035,3035,3035,3035,3035,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,1797,1797,1797,1797,1797,918,583,523,523,448,301,301,116,64,29
6579575_new_mexico_precincts_to_42_with_5000_sims,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1663,1663,1663,1663,1663,975,975,873,615,615,315,223,133,92,43,17
54374112_new_mexico_precincts_to_42_with_5000_sims,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,937,657,652,652,614,578,578,577,340,340,273,137,52,22
81018123_new_mexico_precincts_to_42_with_5000_sims,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1674,1239,1239,1239,756,756,756,756,749,749,749,749,749,749,749,749,749,749,572,201,140,27
11160942_new_mexico_precincts_to_42_with_5000_sims,753,753,753,753,753,753,753,753,753,650,650,650,650,650,650,565,565,565,565,565,565,565,565,565,565,487,487,487,346,337,291,291,291,290,284,275,209,128,125,69,19
3000056_new_mexico_precincts_to_42_with_5000_sims,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1608,1608,1608,1608,1608,1608,1608,1602,1602,1602,1602,1602,1602,1602,1602,1237,611,589,338,170,46,12
42154207_new_mexico_precincts_to_42_with_5000_sims,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,987,986,986,986,986,986,986,805,805,805,712,560,560,449,165,88,19
5585560_new_mexico_precincts_to_42_with_5000_sims,1497,1497,1497,1497,1497,720,720,720,720,718,718,718,718,666,666,666,666,666,666,666,666,666,666,666,666,666,666,666,622,621,527,527,499,499,436,436,278,243,118,50,14
32653572_new_mexico_precincts_to_42_with_5000_sims,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,1101,1101,1100,1100,1052,1052,1052,1052,1052,1052,1052,799,541,297,224,199,47,15
89432074_new_mexico_precincts_to_42_with_5000_sims,4465,4465,4465,4465,4465,4465,4465,4465,4462,4462,4247,4247,4247,4229,4229,4229,4211,4211,4211,4211,4211,4211,4207,4207,4157,4157,4157,4157,3702,3635,3635,1930,1704,1118,1085,878,878,328,150,87,25
12870242_new_mexico_precincts_to_42_with_5000_sims,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1318,1318,982,878,878,878,878,878,739,739,726,726,726,496,435,435,121,55,18
94792076_new_mexico_precincts_to_42_with_5000_sims,948,948,948,948,948,948,948,948,948,948,948,948,948,948,948,948,948,948,948,948,948,948,948,771,771,598,598,598,552,509,509,509,509,509,468,240,240,166,166,109,18
1904968_new_mexico_precincts_to_42_with_5000_sims,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1724,1724,1605,1605,1605,1605,1605,1605,1605,1605,1551,1551,1551,1551,1551,1551,1551,1551,1551,1098,459,459,239,162,96,17
30792037_new_mexico_precincts_to_42_with_5000_sims,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,657,657,657,561,561,561,561,561,561,561,561,561,561,561,561,550,549,292,179,133,72,46,15
83526300_new_mexico_precincts_to_42_with_5000_sims,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1465,1465,1465,1341,1341,1332,1318,945,776,240,63,15
30223682_new_mexico_precincts_to_42_with_5000_sims,1294,1294,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1245,1245,732,732,413,333,242,133,97,58,18
78122180_new_mexico_precincts_to_42_with_5000_sims,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2785,2785,1683,1630,1603,1603,1521,1504,909,774,657,424,399,199,177,159,107,55,17
536996_new_mexico_precincts_to_42_with_5000_sims,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2589,2589,2589,2561,2561,2561,2554,2269,2120,2030,2030,1398,1398,1306,1306,1306,1306,783,496,296,175,175,174,174,74,23
30896301_new_mexico_precincts_to_42_with_5000_sims,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1245,1245,1245,1245,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1114,1114,1114,823,787,787,723,625,548,548,470,348,65,17
13993911_new_mexico_precincts_to_42_with_5000_sims,2668,2668,2668,2668,2668,2668,2668,2666,2562,2552,2552,2552,2552,2552,2552,1628,1555,1222,1222,904,904,904,904,873,873,833,763,763,754,754,754,754,754,649,310,298,232,155,101,66,22
85596738_new_mexico_precincts_to_42_with_5000_sims,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,972,972,972,972,972,972,972,972,972,972,972,972,972,972,972,972,972,972,972,960,915,767,766,618,618,618,244,79,23
7342567_new_mexico_precincts_to_42_with_5000_sims,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1841,1789,1789,1789,1789,1789,1781,1730,1730,1175,1047,839,550,550,314,89,53,15
17768604_new_mexico_precincts_to_42_with_5000_sims,2352,2352,2352,2351,2351,2351,2351,2351,2351,2351,2351,2351,2351,2351,2351,2351,2351,2351,2351,2322,2313,2313,2313,2313,2291,2291,2288,2287,2234,2234,2227,2226,2218,1457,1164,648,582,133,94,33,13
97206590_new_mexico_precincts_to_42_with_5000_sims,2429,2429,2429,2429,2429,2429,2429,2429,2429,2429,2429,2429,2429,2429,2429,2429,2429,2429,2429,2429,2429,2429,1634,1634,1634,1634,1634,1633,1633,1633,1633,1582,1128,1128,1128,1128,785,226,123,52,15
27176876_new_mexico_precincts_to_42_with_5000_sims,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1121,1121,1121,1121,919,919,919,919,919,919,919,919,919,919,904,894,530,170,170,134,74,46,15
21184869_new_mexico_precincts_to_42_with_5000_sims,2101,2101,2101,2101,1861,1861,1861,1861,1861,1861,1861,1861,1861,1743,1743,1330,1330,1330,1330,1330,1272,1272,1166,899,838,838,838,838,838,838,838,820,807,737,737,737,263,244,83,52,15
34318214_new_mexico_precincts_to_42_with_5000_sims,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3841,3812,2099,968,881,881,274,76,22
72338075_new_mexico_precincts_to_42_with_5000_sims,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1428,1428,1428,1428,1428,1424,1424,1406,1390,1210,1178,1178,1178,1178,910,910,910,701,701,701,701,569,569,562,437,124,56,18
28472229_new_mexico_precincts_to_42_with_5000_sims,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2834,2289,2289,2289,2278,1108,622,348,250,170,170,59,22
43917650_new_mexico_precincts_to_42_with_5000_sims,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2324,2324,2324,2324,1942,1942,1638,606,337,102,22
95269536_new_mexico_precincts_to_42_with_5000_sims,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,3279,2973,1346,600,162,98,25
16539524_new_mexico_precincts_to_42_with_5000_sims,1485,1485,1485,1485,1485,1485,1485,1459,1459,1459,1459,1459,1459,1459,1459,1459,1459,1459,1459,1459,1459,1459,1421,1398,1396,1396,1390,1390,1390,1338,1338,1338,1338,1338,1338,1338,690,521,191,65,18
32536980_new_mexico_precincts_to_42_with_5000_sims,996,996,996,996,996,996,996,996,996,996,996,996,996,996,996,985,985,985,985,985,985,581,581,560,560,560,560,519,519,439,439,407,373,258,212,212,185,130,77,51,15
99401986_new_mexico_precincts_to_42_with_5000_sims,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2340,2340,2340,2340,2340,2340,2340,2340,2340,2340,2309,2309,2309,2098,2098,1996,1994,1986,1986,789,392,377,377,192,128,121,121,19
38388983_new_mexico_precincts_to_42_with_5000_sims,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1213,1213,1213,1213,1213,1213,1213,1213,1213,1213,1181,1178,985,985,646,555,555,552,552,278,152,142,67,19
91397290_new_mexico_precincts_to_42_with_5000_sims,1907,1907,1907,1907,1907,1907,1907,1907,1907,1907,1907,1907,1907,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,921,887,693,678,527,460,460,329,98,67,15
65249737_new_mexico_precincts_to_42_with_5000_sims,1252,1252,1252,1252,1252,1252,1252,1243,1243,1243,1243,1243,1243,1243,895,895,895,895,895,895,895,895,895,895,895,895,895,895,622,622,622,622,622,622,622,622,288,270,136,61,25
20923775_new_mexico_precincts_to_42_with_5000_sims,3125,3125,2085,2085,2085,2085,2085,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2026,2026,2026,2026,1760,1180,1164,1164,885,885,885,843,843,843,843,614,614,366,302,263,124,71,17
60987146_new_mexico_precincts_to_42_with_5000_sims,1936,1936,1936,1936,1936,1936,1534,1534,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1526,1155,1038,829,508,508,220,206,68,19
74955218_new_mexico_precincts_to_42_with_5000_sims,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1147,1147,1147,1147,865,865,865,865,865,865,865,865,865,596,596,596,596,481,481,481,249,110,18
78029717_new_mexico_precincts_to_42_with_5000_sims,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1308,1308,1308,1308,1308,860,618,618,618,414,267,152,106,51,17
52623832_new_mexico_precincts_to_42_with_5000_sims,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1483,1483,1303,1302,1302,784,783,783,783,783,783,783,783,783,783,515,204,162,115,62,19
16397759_new_mexico_precincts_to_42_with_5000_sims,3120,3120,3120,3120,3120,3120,3120,3120,3120,2988,2964,2964,2964,2964,2964,2964,2964,2781,2743,2743,2743,2644,2382,2382,2262,2262,2262,2262,2262,2262,2262,1241,1101,1101,1101,728,484,268,153,53,19
35326017_new_mexico_precincts_to_42_with_5000_sims,739,739,739,739,739,739,680,680,680,680,680,680,680,670,670,597,597,597,597,597,597,526,526,526,526,489,489,489,489,489,489,343,343,244,244,222,177,177,106,70,19
55667986_new_mexico_precincts_to_42_with_5000_sims,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,1839,1839,1804,1804,1804,1804,1555,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540,1152,332,298,298,130,60,16
11679614_new_mexico_precincts_to_42_with_5000_sims,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1562,1540,1429,1429,1422,1422,1069,692,617,352,241,234,172,172,172,127,56,15
7105200_new_mexico_precincts_to_42_with_5000_sims,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2471,2471,2471,2471,2471,2471,2471,2471,1278,1230,1193,1193,1193,991,991,874,610,572,572,458,278,186,186,88,13
16093775_new_mexico_precincts_to_42_with_5000_sims,800,800,800,800,799,799,799,799,799,799,799,799,761,761,761,761,622,622,617,573,573,573,573,476,450,450,450,450,450,450,371,284,284,279,274,274,274,274,111,57,14
13565110_new_mexico_precincts_to_42_with_5000_sims,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1473,1473,1473,1473,1473,1473,1473,1116,1116,1038,976,976,976,976,648,308,308,200,132,44,18
73987325_new_mexico_precincts_to_42_with_5000_sims,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2135,2135,2135,1488,1332,1207,487,472,467,418,239,239,206,135,109,49,14
84276572_new_mexico_precincts_to_42_with_5000_sims,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1265,1061,1061,1061,1017,1017,1017,1017,1017,1017,1017,1017,1009,1009,1009,1009,1009,515,440,375,268,96,23
31129820_new_mexico_precincts_to_42_with_5000_sims,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2137,2043,2043,2043,2043,2043,2043,2037,2037,2037,2030,2030,2030,1747,1747,1579,897,897,897,895,889,889,225,62,15
26681625_new_mexico_precincts_to_42_with_5000_sims,4331,4331,4331,4331,4331,4331,4331,4331,4331,4331,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4329,4305,4305,2149,2044,713,439,220,159,104,103,91,71,64,13
74482343_new_mexico_precincts_to_42_with_5000_sims,2567,2567,2567,2567,2567,2567,2567,2567,2567,2567,2567,2567,2567,2567,2567,2567,2567,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,1773,547,306,199,92,47,14
4589046_new_mexico_precincts_to_42_with_5000_sims,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3756,3750,3750,3706,3444,3101,1189,929,311,272,239,226,205,191,188,80,27
30123763_new_mexico_precincts_to_42_with_5000_sims,683,674,674,674,674,674,674,674,674,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,662,662,662,662,662,662,662,662,662,662,662,365,306,183,70,18
63774076_new_mexico_precincts_to_42_with_5000_sims,862,862,862,862,862,862,862,862,862,862,862,862,862,862,862,862,749,749,749,749,749,749,749,749,639,639,516,516,516,516,516,516,516,516,281,280,188,145,145,92,15
82618033_new_mexico_precincts_to_42_with_5000_sims,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,1851,1851,1851,957,957,957,551,394,226,116,116,76,50,13
33857350_new_mexico_precincts_to_42_with_5000_sims,1542,1542,1542,1542,1542,1542,1542,1542,1542,1542,1542,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1541,1274,1274,1274,1274,1274,1274,1274,1274,1274,1272,1272,1272,1272,1103,589,147,63,16
48033114_new_mexico_precincts_to_42_with_5000_sims,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1255,1255,1255,1255,1255,1255,1255,1255,1255,838,838,661,594,594,416,407,222,199,96,96,43,15
40035635_new_mexico_precincts_to_42_with_5000_sims,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3060,3055,3049,3049,3049,3049,3049,3049,3029,3029,3029,2710,1911,1384,1384,1384,457,239,190,117,51,13
65677665_new_mexico_precincts_to_42_with_5000_sims,3961,3961,3961,3961,3961,3961,3961,3961,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,3906,1968,1968,1968,1928,1594,1105,1105,1105,884,594,545,249,239,221,221,31
76320016_new_mexico_precincts_to_42_with_5000_sims,1200,1200,1200,1200,1200,1200,1200,1200,1074,1074,1074,1074,1074,1074,1074,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1050,1050,1050,585,463,461,461,388,365,300,57,16
5796660_new_mexico_precincts_to_42_with_5000_sims,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1441,1344,1085,556,365,351,351,215,205,205,132,49,16
3052420_new_mexico_precincts_to_42_with_5000_sims,1157,1157,1157,1157,1157,1157,1157,1157,1157,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,368,350,350,166,103,51,16
84641032_new_mexico_precincts_to_42_with_5000_sims,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1327,1327,1153,1096,1096,1096,844,247,139,62,20
58329520_new_mexico_precincts_to_42_with_5000_sims,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,879,879,879,879,879,736,584,584,584,584,493,386,234,166,90,61,15
45402104_new_mexico_precincts_to_42_with_5000_sims,1807,1807,1807,1807,1807,1807,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1168,539,511,504,317,311,254,159,87,52,30,17
51193440_new_mexico_precincts_to_42_with_5000_sims,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3078,3055,3055,3055,2997,2793,2722,2291,1949,1811,1811,1621,773,773,448,371,334,175,103,66,28
30954858_new_mexico_precincts_to_42_with_5000_sims,2564,2564,2564,2564,2564,2564,2564,2564,2564,2491,2491,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2488,2234,2234,2234,2234,1465,1465,1104,763,494,465,465,320,253,253,212,118,107,31
74107024_new_mexico_precincts_to_42_with_5000_sims,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,1626,752,743,433,260,108,106,60,23
28032296_new_mexico_precincts_to_42_with_5000_sims,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2419,2419,2419,2419,2332,2332,2332,2332,2332,1632,1220,1220,1220,1220,852,790,715,490,458,403,403,376,376,239,175,175,73,40,15
65242088_new_mexico_precincts_to_42_with_5000_sims,1020,1020,1020,1020,1020,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981,981,938,925,925,925,898,898,898,425,223,166,128,91,17
58919748_new_mexico_precincts_to_42_with_5000_sims,2432,2432,2432,2432,2432,2432,2432,2432,2432,2432,2423,2423,2417,2417,2417,2417,2417,2417,2142,2142,2142,2112,2112,1644,1644,1644,1644,1644,1644,1644,1644,995,995,590,366,366,366,170,170,82,14
47717420_new_mexico_precincts_to_42_with_5000_sims,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1865,1865,1857,1768,1768,1768,1768,1768,1768,1768,1768,1768,1768,1768,1768,1768,1768,1768,1768,1768,1554,1554,1554,1554,1381,386,360,125,93,45,14
96485475_new_mexico_precincts_to_42_with_5000_sims,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,791,476,349,349,349,344,344,344,300,300,300,289,289,289,289,289,289,270,254,140,76,16
7263270_new_mexico_precincts_to_42_with_5000_sims,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2077,2074,2060,2060,2010,1842,1699,1562,981,550,186,163,81,26
116289_new_mexico_precincts_to_42_with_5000_sims,521,521,521,521,427,427,427,427,427,427,427,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,413,413,413,413,413,413,413,413,413,321,159,122,92,56,27
4660104_new_mexico_precincts_to_42_with_5000_sims,2336,2336,2336,2336,2336,2336,2336,2301,2301,2301,2298,2298,2298,2298,2298,2298,2298,2298,2298,2298,2298,2298,2298,2298,2298,2247,2247,2247,2247,2247,1552,1394,361,327,322,275,275,275,114,45,14
42938054_new_mexico_precincts_to_42_with_5000_sims,1776,1776,1776,1776,1776,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1735,1118,1118,1118,1118,1118,1118,1118,1115,1109,1109,962,652,507,283,224,137,128,63,21
40727880_new_mexico_precincts_to_42_with_5000_sims,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221,2199,2199,2199,2116,1102,1056,993,880,361,320,320,284,163,66,20
78106560_new_mexico_precincts_to_42_with_5000_sims,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1266,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,859,533,500,500,500,286,160,53,16
71248300_new_mexico_precincts_to_42_with_5000_sims,3626,3626,3626,3626,3626,3626,3626,3626,3626,3626,3626,3608,2857,2857,2804,2804,2804,2804,2804,2804,1407,1407,1242,1057,1008,1008,1008,963,626,570,542,542,541,541,541,370,228,160,71,45,21
29508000_new_mexico_precincts_to_42_with_5000_sims,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,439,439,439,439,433,247,237,237,237,138,84,18
51903040_new_mexico_precincts_to_42_with_5000_sims,2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,2026,2026,2026,2026,2026,2026,2026,1740,1740,1740,1740,1740,1740,1726,1671,1442,1220,1210,1196,680,680,365,274,149,78,66,45,18
17045868_new_mexico_precincts_to_42_with_5000_sims,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1481,1481,1428,811,800,800,800,800,800,800,800,723,659,641,443,333,269,183,71,22
32290893_new_mexico_precincts_to_42_with_5000_sims,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1049,1049,1045,1045,1045,1044,1044,1044,1044,1044,969,969,735,722,648,497,162,97,20
81060300_new_mexico_precincts_to_42_with_5000_sims,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1685,1674,1674,1672,1637,1637,1637,1034,940,710,710,710,710,710,710,691,691,373,306,127,49,14
5461838_new_mexico_precincts_to_42_with_5000_sims,3708,3708,3708,3708,3708,3708,3708,3708,3684,3684,3684,3684,3684,3684,3684,3684,3684,3684,3684,2731,2566,2566,2543,2543,1440,1421,1421,1421,1421,1392,1365,1365,1365,732,438,438,438,438,124,60,15
27042906_new_mexico_precincts_to_42_with_5000_sims,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3591,3581,3581,3581,3581,3581,3578,3578,3578,1922,640,271,135,51,36,11
60755880_new_mexico_precincts_to_42_with_5000_sims,1307,1307,1307,1307,1307,1307,1307,1307,1307,1307,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1174,1174,813,813,796,796,458,342,146,52,23
92077664_new_mexico_precincts_to_42_with_5000_sims,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,820,820,820,820,820,810,810,719,719,719,719,719,719,717,713,713,418,418,295,295,141,72,18
18602288_new_mexico_precincts_to_42_with_5000_sims,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,792,792,792,792,792,792,792,792,651,651,651,651,651,511,507,507,507,463,254,124,81,65,17
81245479_new_mexico_precincts_to_42_with_5000_sims,4063,4063,4063,4063,4063,4063,4051,4051,4051,4051,4051,4051,4034,4034,4034,4034,4034,4034,4031,4031,4031,4031,4031,4031,4031,4031,4031,3960,3472,3472,3472,2168,2168,1377,614,352,171,137,67,29,14
10798504_new_mexico_precincts_to_42_with_5000_sims,3432,3432,3432,3432,3432,3432,3432,3432,3432,3432,3432,3432,3432,3432,3432,3432,3432,3432,3432,3390,3280,3258,3258,3258,3178,3178,3178,3178,2819,2715,2691,1683,1683,1683,1683,1612,806,205,81,37,22
47829911_new_mexico_precincts_to_42_with_5000_sims,1127,1127,1127,1127,1127,1127,1127,1127,1127,1100,1100,1100,1100,1100,1100,1100,1100,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,965,912,912,585,485,315,282,121,68,17
40846580_new_mexico_precincts_to_42_with_5000_sims,2899,2899,2899,2899,2899,2899,2899,2899,2899,2899,2899,2899,2897,2897,2897,2897,2897,2897,2897,2847,2847,2847,2847,2020,2020,2020,2020,1873,1873,1873,1873,1873,1789,1772,1716,1120,1083,411,155,77,25
