File Name,Number Original Ancestors,Mega Parent 0.01,Mega Parent 0.10,Mega Parent 0.25,Mega Parent 0.50,Mega Parent 0.75,Mega Parent 1.00
85531288_CA_cd_2020_map_to_52_with_5000_sims.csv,7,50,47,36,33,27,-1
87714076_CA_cd_2020_map_to_52_with_5000_sims.csv,20,50,46,44,-1,-1,-1
29852013_CA_cd_2020_map_to_52_with_5000_sims.csv,12,51,48,47,40,10,-1
57014242_CA_cd_2020_map_to_52_with_5000_sims.csv,24,50,48,46,-1,-1,-1
85121442_CA_cd_2020_map_to_52_with_5000_sims.csv,16,50,43,41,35,-1,-1
14786430_CA_cd_2020_map_to_52_with_5000_sims.csv,17,50,49,35,-1,-1,-1
62251925_CA_cd_2020_map_to_52_with_5000_sims.csv,14,50,42,30,27,-1,-1
18368650_CA_cd_2020_map_to_52_with_5000_sims.csv,12,50,47,44,35,-1,-1
1458536_CA_cd_2020_map_to_52_with_5000_sims.csv,16,50,47,34,27,-1,-1
78324970_CA_cd_2020_map_to_52_with_5000_sims.csv,12,50,48,32,20,-1,-1
63709729_CA_cd_2020_map_to_52_with_5000_sims.csv,17,50,44,43,42,33,-1
4337430_CA_cd_2020_map_to_52_with_5000_sims.csv,6,49,46,43,33,31,-1
84927489_CA_cd_2020_map_to_52_with_5000_sims.csv,22,50,42,37,-1,-1,-1
37768630_CA_cd_2020_map_to_52_with_5000_sims.csv,9,50,42,32,-1,-1,-1
97289419_CA_cd_2020_map_to_52_with_5000_sims.csv,16,50,49,36,-1,-1,-1
90630401_CA_cd_2020_map_to_52_with_5000_sims.csv,11,50,44,36,34,-1,-1
58611204_CA_cd_2020_map_to_52_with_5000_sims.csv,7,50,48,30,27,26,-1
99494762_CA_cd_2020_map_to_52_with_5000_sims.csv,10,50,47,32,-1,-1,-1
89780875_CA_cd_2020_map_to_52_with_5000_sims.csv,16,50,41,35,33,-1,-1
7886887_CA_cd_2020_map_to_52_with_5000_sims.csv,20,50,47,46,41,-1,-1
85662161_CA_cd_2020_map_to_52_with_5000_sims.csv,6,50,48,47,29,27,-1
12827094_CA_cd_2020_map_to_52_with_5000_sims.csv,10,50,45,44,-1,-1,-1
94433789_CA_cd_2020_map_to_52_with_5000_sims.csv,25,50,48,38,-1,-1,-1
50331152_CA_cd_2020_map_to_52_with_5000_sims.csv,14,50,48,46,45,44,-1
8587689_CA_cd_2020_map_to_52_with_5000_sims.csv,12,49,45,43,38,-1,-1
73532697_CA_cd_2020_map_to_52_with_5000_sims.csv,7,50,46,44,23,-1,-1
71239588_CA_cd_2020_map_to_52_with_5000_sims.csv,14,50,47,35,25,24,-1
1615383_CA_cd_2020_map_to_52_with_5000_sims.csv,4,50,48,45,34,30,-1
2289792_CA_cd_2020_map_to_52_with_5000_sims.csv,15,50,48,47,38,-1,-1
36020829_CA_cd_2020_map_to_52_with_5000_sims.csv,11,50,47,47,44,42,-1
42235448_CA_cd_2020_map_to_52_with_5000_sims.csv,16,50,47,29,-1,-1,-1
2399527_CA_cd_2020_map_to_52_with_5000_sims.csv,19,50,48,46,-1,-1,-1
15113304_CA_cd_2020_map_to_52_with_5000_sims.csv,12,50,48,42,34,-1,-1
79926336_CA_cd_2020_map_to_52_with_5000_sims.csv,22,51,44,36,-1,-1,-1
4113288_CA_cd_2020_map_to_52_with_5000_sims.csv,11,50,48,46,-1,-1,-1
48035896_CA_cd_2020_map_to_52_with_5000_sims.csv,5,50,42,35,22,-1,-1
