Shapefile,File Name,Generation,Max,Min,Median,Ratio Max to Min,Ratio Max to Median
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,48,0.134175663565564,0.0291612257882119,0.04651122055641105,4.601166787021794,2.884802031863028
50x50_grid,80191041_50x50_grid_to_50_with_20_sims,49,0.0806795168237374,0.0315729576275345,0.0479074658769468,2.555336049777532,1.6840698072189328
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,1,0.0609455094796694,0.042258107584274,0.04880749578771815,1.442220510185595,1.2486915891924464
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,2,0.0639974581692392,0.038833133283331,0.05000811653562485,1.6480117043944507,1.279741422047931
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,3,0.0688973758172521,0.0388462685988091,0.04811639841707445,1.773590573879836,1.4318897108642148
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,4,0.0680129282373221,0.0383725725066802,0.0477857783365606,1.7724359821193088,1.423288070318734
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,5,0.0742629830470243,0.0335961240371672,0.04561386471381715,2.210462819010538,1.6280791709484088
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,6,0.0867181597886212,0.0351724077504805,0.045527979581245354,2.4655167312916335,1.9047223396740318
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,7,0.0733290392429854,0.0389414378039041,0.04857377387594425,1.8830593675622769,1.5096426197039012
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,8,0.0714313354664989,0.0353135646924689,0.04842509585092235,2.022773290902932,1.4750891910756714
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,9,0.0823183668949929,0.0363877190501438,0.04549292859066665,2.2622568559890976,1.809476097607868
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,10,0.0642598736073769,0.0338276345619643,0.049610794193070545,1.8996265757118744,1.2952800827436155
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,11,0.0967148514539637,0.0347814249909816,0.044300287361255,2.780646608902329,2.183165329499656
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,12,0.0817259714560985,0.033696674749589,0.04611364643280825,2.425342324233204,1.7722730206378414
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,13,0.0779938379254961,0.0327287397431846,0.043120573751067745,2.383038226876349,1.8087384081610194
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,14,0.0725136516389844,0.0376381541353547,0.051443572904042195,1.9265995717592872,1.409576503837404
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,15,0.0629690871975247,0.0358156333215338,0.0503410506788733,1.7581452946042182,1.2508496812910388
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,16,0.0883688774372093,0.0335084489684125,0.0441988635719087,2.6372118124748845,1.9993472749234567
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,17,0.0982309003679244,0.0328993074613491,0.0471053735754807,2.985804503129083,2.085343834722406
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,18,0.0908595133980524,0.0283458153507634,0.0442231702229858,3.205394245101699,2.054568067823109
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,19,0.0827013959252606,0.030391975532987,0.04649044600831405,2.721158939980645,1.7788901382118558
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,20,0.0773953530362582,0.0340776077947218,0.046293813123222546,2.271149826668461,1.6718292967194373
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,21,0.0862692305402571,0.0259559327680939,0.04504895536798495,3.323680613254739,1.915010677507658
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,22,0.0772018081417041,0.0288698523931176,0.0524252026216512,2.674132416420271,1.472608674474066
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,23,0.0913450498496313,0.0277592730090185,0.04292047928296165,3.290613908366941,2.1282392782107857
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,24,0.0867640312791735,0.0308658716658473,0.048657864760059094,2.8110021391418147,1.7831450620988598
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,25,0.109699727816959,0.0304305189800316,0.04409228599846995,3.6049246445301697,2.4879573678889253
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,26,0.0976706948923334,0.0229391426925099,0.04343952328471765,4.257818010096118,2.248429253059844
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,27,0.086994390746165,0.0288399063494759,0.0479331062623716,3.016458850177435,1.814912437971024
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,28,0.0855612543051657,0.0304591273365205,0.04710019442651805,2.8090514005822396,1.8165796414843154
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,29,0.0998087439540053,0.0276712726449376,0.04702368601608975,3.606944473956643,2.122520636086556
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,30,0.0885063245771215,0.0279057779969643,0.0477178482607141,3.171612867655923,1.854784484278357
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,31,0.0930309711083367,0.0232863038491997,0.047952521380265,3.9950939277782367,1.9400642224962101
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,32,0.0914482901181661,0.0230438831963603,0.04913260914024495,3.9684409671287537,1.8612545052743803
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,33,0.0889430079771137,0.0238900735345328,0.04943235176792475,3.7230110593233503,1.7992874058406885
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,34,0.10962363150619,0.0176923835158796,0.03799099020093675,6.1960917480563635,2.885516563963816
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,35,0.136353066451834,0.0253754933412487,0.04496685924867265,5.37341539012318,3.032301315459539
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,36,0.104868191668927,0.0211701406254738,0.04836277634215735,4.953589752858809,2.1683658300963677
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,37,0.110527403623722,0.0247163208469953,0.04948560382147865,4.471838843164982,2.2335264215923107
50x50_grid,93906742_50x50_grid_to_50_with_20_sims,38,0.128090081340869,0.0222927937438061,0.048187884614684845,5.745806596199184,2.6581387077911827
